Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
closed,3237,medium,chat,training request,1st line support,sheela cutten,2023-10-03 08:47:28,2023-10-04 08:47:28,2023-10-03 08:49:28,2023-10-03 08:50:32.764,sla violated,2023-10-04 08:40:20.230,within sla,2023-10-06 02:00:58.250,5.0,4.0,training and consulting services,tier 1,poland,52.536273,19.050639
resolved,3238,low,chat,pricing and licensing,1st line support,nicola wane,2023-10-03 02:51:22,2023-10-04 02:51:22,2023-10-03 02:53:22,2023-10-03 02:53:08.374,within sla,2023-10-04 00:17:37.943,within sla,2023-10-04 00:17:37.943,8.0,,custom software development,tier 1,italy,43.036776,12.678565
closed,3239,high,email,product setup,2nd line support,heather urry,2023-10-03 02:21:32,2023-10-05 02:21:32,2023-10-03 03:21:32,2023-10-03 02:38:44.157,within sla,2023-10-04 19:30:32.471,within sla,2023-10-06 08:48:12.058,1.0,3.0,custom software development,tier 2,spain,39.67337,-4.767726
resolved,3240,low,chat,feature request,2nd line support,michele whyatt,2023-10-03 22:55:49,2023-10-04 22:55:49,2023-10-03 22:57:49,2023-10-03 22:56:58.325,within sla,2023-10-07 15:01:05.068,sla violated,2023-10-07 15:01:05.068,2.0,,other,tier 2,united kingdom,55.378052,-3.435973
in progress,3241,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-10-03 16:05:53,2023-10-05 16:05:53,2023-10-03 17:05:53,2023-10-03 16:53:53.421,within sla,,sla violated,,1.0,,ready to use software,tier 1,slovenia,46.1491664,14.9860106
closed,3242,high,chat,purchasing and invoicing,2nd line support,heather urry,2023-10-03 12:16:58,2023-10-04 12:16:58,2023-10-03 12:18:58,2023-10-03 12:18:21.917,within sla,2023-10-08 01:25:14.699,sla violated,2023-10-09 06:41:20.242,2.0,4.0,ready to use software,tier 2,poland,52.536273,19.050639
in progress,3243,medium,email,product setup,2nd line support,adolpho messingham,2023-10-04 01:11:12,2023-10-06 01:11:12,2023-10-04 02:11:12,2023-10-04 01:17:30.182,within sla,,sla violated,,4.0,,other,tier 2,united kingdom,55.378052,-3.435973
closed,3244,low,email,product setup,1st line support,kristos westoll,2023-10-04 21:18:44,2023-10-06 21:18:44,2023-10-04 22:18:44,2023-10-04 22:10:39.919,within sla,2023-10-05 03:01:25.394,within sla,2023-10-06 05:18:13.184,9.0,2.0,custom software development,tier 1,germany,51.165691,10.451526
closed,3245,high,email,other,1st line support,connor danielovitch,2023-10-04 03:45:47,2023-10-06 03:45:47,2023-10-04 04:45:47,2023-10-04 04:19:29.756,within sla,2023-10-05 13:18:38.232,within sla,2023-10-11 03:26:39.405,8.0,3.0,ready to use software,tier 1,greece,39.368279,21.863141
closed,3246,low,email,product setup,1st line support,bernard beckley,2023-10-04 13:30:44,2023-10-06 13:30:44,2023-10-04 14:30:44,2023-10-04 14:12:43.077,within sla,2023-10-08 04:11:59.845,sla violated,2023-10-09 18:30:16.517,7.0,3.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
resolved,3247,low,chat,product setup,2nd line support,adolpho messingham,2023-10-04 00:32:04,2023-10-05 00:32:04,2023-10-04 00:34:04,2023-10-04 00:33:57.349,within sla,2023-10-04 11:25:15.305,within sla,2023-10-04 11:25:15.305,2.0,,custom software development,tier 2,united kingdom,55.378052,-3.435973
resolved,3248,medium,email,product setup,1st line support,nicola wane,2023-10-04 07:03:44,2023-10-06 07:03:44,2023-10-04 08:03:44,2023-10-04 07:28:29.135,within sla,2023-10-04 15:51:43.446,within sla,2023-10-04 15:51:43.446,1.0,,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039
resolved,3249,medium,email,product setup,1st line support,kristos westoll,2023-10-04 09:31:24,2023-10-06 09:31:24,2023-10-04 10:31:24,2023-10-04 09:48:32.991,within sla,2023-10-05 22:59:17.737,within sla,2023-10-05 22:59:17.737,10.0,,ready to use software,tier 1,spain,39.67337,-4.767726
in progress,3250,low,email,product setup,1st line support,nicola wane,2023-10-05 05:10:40,2023-10-07 05:10:40,2023-10-05 06:10:40,2023-10-05 05:41:14.126,within sla,,sla violated,,1.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
resolved,3251,high,phone,other,1st line support,bernard beckley,2023-10-05 16:45:56,2023-10-07 16:45:56,2023-10-05 16:47:56,2023-10-05 16:47:09.330,within sla,2023-10-06 07:56:17.783,within sla,2023-10-06 07:56:17.783,3.0,,other,tier 1,poland,52.536273,19.050639
closed,3252,high,email,product setup,1st line support,connor danielovitch,2023-10-05 04:06:05,2023-10-07 04:06:05,2023-10-05 05:06:05,2023-10-05 04:19:47.820,within sla,2023-10-10 13:03:56.932,sla violated,2023-10-11 20:10:44.366,4.0,5.0,ready to use software,tier 1,poland,52.536273,19.050639
closed,3253,low,email,pricing and licensing,1st line support,kristos westoll,2023-10-05 12:30:40,2023-10-07 12:30:40,2023-10-05 13:30:40,2023-10-05 12:59:34.199,within sla,2023-10-06 04:48:43.989,within sla,2023-10-09 19:50:28.012,6.0,4.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
resolved,3254,high,email,feature request,1st line support,sheela cutten,2023-10-05 21:48:09,2023-10-07 21:48:09,2023-10-05 22:48:09,2023-10-05 22:32:03.601,within sla,2023-10-07 07:49:16.706,within sla,2023-10-07 07:49:16.706,3.0,,ready to use software,tier 1,france,48.864716,2.349014
in progress,3255,low,email,pricing and licensing,2nd line support,adolpho messingham,2023-10-05 06:04:33,2023-10-07 06:04:33,2023-10-05 07:04:33,2023-10-05 06:16:40.976,within sla,,sla violated,,1.0,,ready to use software,tier 2,italy,43.036776,12.678565
closed,3256,low,chat,training request,1st line support,kristos westoll,2023-10-05 06:44:05,2023-10-06 06:44:05,2023-10-05 06:46:05,2023-10-05 06:45:27.303,within sla,2023-10-09 18:23:04.320,sla violated,2023-10-09 19:19:23.343,6.0,4.0,training and consulting services,tier 1,austria,47.6964719,13.3457347
resolved,3257,medium,email,feature request,2nd line support,michele whyatt,2023-10-06 03:18:41,2023-10-08 03:18:41,2023-10-06 04:18:41,2023-10-06 03:38:39.252,within sla,2023-10-06 08:11:06.678,within sla,2023-10-06 08:11:06.678,1.0,,other,tier 2,united kingdom,55.378052,-3.435973
closed,3258,low,phone,pricing and licensing,2nd line support,michele whyatt,2023-10-06 08:01:52,2023-10-08 08:01:52,2023-10-06 08:03:52,2023-10-06 08:03:15.052,within sla,2023-10-07 00:10:29.465,within sla,2023-10-10 15:30:17.957,2.0,3.0,ready to use software,tier 2,italy,43.036776,12.678565
closed,3259,medium,email,pricing and licensing,1st line support,nicola wane,2023-10-06 21:17:46,2023-10-08 21:17:46,2023-10-06 22:17:46,2023-10-06 21:24:07.238,within sla,2023-10-08 19:30:53.770,within sla,2023-10-08 12:02:33.630,9.0,2.0,custom software development,tier 1,spain,39.67337,-4.767726
in progress,3260,medium,chat,training request,1st line support,sheela cutten,2023-10-06 14:38:41,2023-10-07 14:38:41,2023-10-06 14:40:41,2023-10-06 14:39:33.142,within sla,,sla violated,,5.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
closed,3261,low,chat,feature request,1st line support,nicola wane,2023-10-06 07:23:29,2023-10-07 07:23:29,2023-10-06 07:25:29,2023-10-06 07:24:38.611,within sla,2023-10-06 16:18:49.543,within sla,2023-10-08 14:48:03.590,6.0,3.0,custom software development,tier 1,italy,43.036776,12.678565
resolved,3262,low,phone,product setup,1st line support,bernard beckley,2023-10-06 05:55:08,2023-10-08 05:55:08,2023-10-06 05:57:08,2023-10-06 05:56:29.156,within sla,2023-10-07 18:51:07.295,within sla,2023-10-07 18:51:07.295,5.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,3263,medium,email,product setup,1st line support,sheela cutten,2023-10-06 03:10:41,2023-10-08 03:10:41,2023-10-06 04:10:41,2023-10-06 03:24:29.525,within sla,2023-10-10 17:56:55.934,sla violated,2023-10-12 16:56:56.245,2.0,3.0,custom software development,tier 1,italy,43.036776,12.678565
closed,3264,medium,chat,feature request,1st line support,connor danielovitch,2023-10-06 00:29:50,2023-10-07 00:29:50,2023-10-06 00:31:50,2023-10-06 00:33:25.532,sla violated,2023-10-10 19:34:09.880,sla violated,2023-10-11 05:44:39.260,6.0,3.0,ready to use software,tier 1,spain,39.67337,-4.767726
closed,3265,low,email,product setup,2nd line support,adolpho messingham,2023-10-06 23:57:46,2023-10-08 23:57:46,2023-10-07 00:57:46,2023-10-07 00:55:57.347,within sla,2023-10-08 17:05:11.647,within sla,2023-10-11 14:09:37.376,1.0,2.0,training and consulting services,tier 2,germany,51.165691,10.451526
resolved,3266,medium,email,bug report,2nd line support,heather urry,2023-10-06 18:47:37,2023-10-08 18:47:37,2023-10-06 19:47:37,2023-10-06 23:07:41.264,sla violated,2023-10-07 19:24:33.711,within sla,2023-10-07 19:24:33.711,1.0,,other,tier 2,republic of ireland,53.094024,-8.019675
resolved,3267,low,chat,product setup,1st line support,bernard beckley,2023-10-07 17:08:31,2023-10-08 17:08:31,2023-10-07 17:10:31,2023-10-07 17:09:32.834,within sla,2023-10-08 02:27:11.519,within sla,2023-10-08 02:27:11.519,7.0,,custom software development,tier 1,poland,52.536273,19.050639
closed,3269,low,chat,product setup,2nd line support,michele whyatt,2023-10-07 06:00:57,2023-10-08 06:00:57,2023-10-07 06:02:57,2023-10-07 06:02:53.270,within sla,2023-10-07 11:02:55.148,within sla,2023-10-09 00:28:44.482,9.0,1.0,ready to use software,tier 2,greece,39.368279,21.863141
in progress,3271,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-10-07 03:30:54,2023-10-09 03:30:54,2023-10-07 04:30:54,2023-10-07 04:00:32.757,within sla,,sla violated,,1.0,,custom software development,tier 1,italy,43.036776,12.678565
closed,3272,medium,chat,other,1st line support,kristos westoll,2023-10-07 16:37:00,2023-10-08 16:37:00,2023-10-07 16:39:00,2023-10-07 16:37:33.540,within sla,2023-10-09 02:48:55.600,sla violated,2023-10-10 12:44:57.452,2.0,4.0,custom software development,tier 1,austria,47.6964719,13.3457347
closed,3279,low,chat,bug report,2nd line support,michele whyatt,2023-10-08 09:20:28,2023-10-09 09:20:28,2023-10-08 09:22:28,2023-10-08 09:20:39.053,within sla,2023-10-08 22:05:13.097,within sla,2023-10-14 08:40:28.404,5.0,5.0,training and consulting services,tier 2,spain,39.67337,-4.767726
closed,3281,low,chat,product setup,2nd line support,adolpho messingham,2023-10-09 07:02:33,2023-10-10 07:02:33,2023-10-09 07:04:33,2023-10-09 07:03:12.335,within sla,2023-10-13 06:13:42.813,sla violated,2023-10-14 23:42:07.931,4.0,5.0,ready to use software,tier 2,greece,39.368279,21.863141
closed,3282,medium,email,bug report,1st line support,nicola wane,2023-10-09 15:02:45,2023-10-11 15:02:45,2023-10-09 16:02:45,2023-10-09 15:38:42.135,within sla,2023-10-09 15:25:26.915,within sla,2023-10-11 08:15:42.236,6.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
resolved,3283,high,email,product setup,1st line support,bernard beckley,2023-10-09 07:10:47,2023-10-11 07:10:47,2023-10-09 08:10:47,2023-10-09 07:41:54.318,within sla,2023-10-10 23:24:23.748,within sla,2023-10-10 23:24:23.748,4.0,,other,tier 1,italy,43.036776,12.678565
closed,3284,high,chat,bug report,1st line support,connor danielovitch,2023-10-09 04:28:25,2023-10-10 04:28:25,2023-10-09 04:30:25,2023-10-09 04:30:16.066,within sla,2023-10-12 00:56:43.041,sla violated,2023-10-13 06:51:40.462,9.0,5.0,training and consulting services,tier 1,italy,43.036776,12.678565
closed,3285,low,email,pricing and licensing,1st line support,kristos westoll,2023-10-09 18:03:15,2023-10-11 18:03:15,2023-10-09 19:03:15,2023-10-09 18:29:02.628,within sla,2023-10-10 15:01:07.208,within sla,2023-10-12 21:45:18.778,4.0,5.0,other,tier 1,italy,43.036776,12.678565
closed,3286,low,chat,purchasing and invoicing,1st line support,connor danielovitch,2023-10-09 07:04:52,2023-10-10 07:04:52,2023-10-09 07:06:52,2023-10-09 07:06:05.470,within sla,2023-10-09 18:53:30.064,within sla,2023-10-13 05:56:12.136,6.0,3.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,3287,medium,email,feature request,1st line support,kristos westoll,2023-10-09 06:15:04,2023-10-11 06:15:04,2023-10-09 07:15:04,2023-10-09 06:22:13.245,within sla,2023-10-14 22:20:32.880,sla violated,2023-10-15 08:20:41.029,8.0,5.0,ready to use software,tier 1,spain,39.67337,-4.767726
resolved,3288,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-10-09 15:56:53,2023-10-11 15:56:53,2023-10-09 16:56:53,2023-10-09 16:10:56.606,within sla,2023-10-10 09:58:54.275,within sla,2023-10-10 09:58:54.275,1.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,3290,medium,phone,bug report,1st line support,nicola wane,2023-10-10 01:54:53,2023-10-12 01:54:53,2023-10-10 01:56:53,2023-10-10 01:56:51.995,within sla,2023-10-11 12:47:09.417,within sla,2023-10-16 02:07:26.459,1.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
resolved,3291,medium,email,purchasing and invoicing,1st line support,connor danielovitch,2023-10-10 07:14:04,2023-10-12 07:14:04,2023-10-10 08:14:04,2023-10-10 08:07:36.286,within sla,2023-10-12 03:20:48.192,within sla,2023-10-12 03:20:48.192,1.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
closed,3292,low,email,feature request,1st line support,sheela cutten,2023-10-10 16:12:48,2023-10-12 16:12:48,2023-10-10 17:12:48,2023-10-10 16:40:38.149,within sla,2023-10-14 00:09:34.934,sla violated,2023-10-15 20:05:11.138,3.0,4.0,other,tier 1,united kingdom,55.378052,-3.435973
resolved,3293,medium,chat,product setup,1st line support,nicola wane,2023-10-10 07:50:07,2023-10-11 07:50:07,2023-10-10 07:52:07,2023-10-10 07:55:58.042,sla violated,2023-10-13 14:09:32.804,sla violated,2023-10-13 14:09:32.804,7.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
resolved,3294,medium,chat,feature request,1st line support,bernard beckley,2023-10-10 15:50:53,2023-10-11 15:50:53,2023-10-10 15:52:53,2023-10-10 15:52:41.734,within sla,2023-10-10 19:38:24.518,within sla,2023-10-10 19:38:24.518,6.0,,ready to use software,tier 1,poland,52.536273,19.050639
resolved,3295,medium,chat,feature request,2nd line support,michele whyatt,2023-10-11 13:40:00,2023-10-12 13:40:00,2023-10-11 13:42:00,2023-10-11 13:41:52.471,within sla,2023-10-11 18:55:49.699,within sla,2023-10-11 18:55:49.699,5.0,,custom software development,tier 2,italy,43.036776,12.678565
resolved,3296,low,chat,product setup,1st line support,connor danielovitch,2023-10-11 17:19:03,2023-10-12 17:19:03,2023-10-11 17:21:03,2023-10-11 17:19:16.105,within sla,2023-10-12 10:35:28.030,within sla,2023-10-12 10:35:28.030,7.0,,other,tier 1,spain,39.67337,-4.767726
resolved,3297,low,email,product setup,2nd line support,michele whyatt,2023-10-11 08:14:02,2023-10-13 08:14:02,2023-10-11 09:14:02,2023-10-11 09:12:06.779,within sla,2023-10-12 21:41:02.125,within sla,2023-10-12 21:41:02.125,10.0,,other,tier 2,slovenia,46.1491664,14.9860106
closed,3298,low,email,feature request,2nd line support,michele whyatt,2023-10-11 10:04:30,2023-10-13 10:04:30,2023-10-11 11:04:30,2023-10-11 10:07:36.896,within sla,2023-10-12 14:47:22.753,within sla,2023-10-15 14:21:58.805,5.0,3.0,ready to use software,tier 2,austria,47.6964719,13.3457347
closed,3299,low,email,pricing and licensing,1st line support,kristos westoll,2023-10-11 08:09:16,2023-10-13 08:09:16,2023-10-11 09:09:16,2023-10-11 08:25:58.123,within sla,2023-10-15 20:41:09.558,sla violated,2023-10-17 15:53:04.678,3.0,5.0,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,3300,low,chat,pricing and licensing,1st line support,nicola wane,2023-10-11 17:24:55,2023-10-12 17:24:55,2023-10-11 17:26:55,2023-10-11 17:26:27.867,within sla,2023-10-11 20:26:57.728,within sla,2023-10-13 03:14:30.276,6.0,3.0,custom software development,tier 1,spain,39.67337,-4.767726
in progress,3301,high,phone,feature request,1st line support,kristos westoll,2023-10-11 01:12:43,2023-10-13 01:12:43,2023-10-11 01:14:43,2023-10-11 01:14:12.659,within sla,,sla violated,,1.0,,ready to use software,tier 1,germany,51.165691,10.451526
closed,3302,low,chat,product setup,1st line support,nicola wane,2023-10-11 05:25:30,2023-10-12 05:25:30,2023-10-11 05:27:30,2023-10-11 05:27:26.936,within sla,2023-10-11 13:18:52.657,within sla,2023-10-13 20:46:34.467,8.0,4.0,custom software development,tier 1,italy,43.036776,12.678565
closed,3303,medium,chat,pricing and licensing,1st line support,connor danielovitch,2023-10-12 15:08:18,2023-10-13 15:08:18,2023-10-12 15:10:18,2023-10-12 15:08:55.288,within sla,2023-10-13 07:27:09.723,within sla,2023-10-13 19:35:34.499,6.0,3.0,other,tier 1,poland,52.536273,19.050639
resolved,3304,low,chat,other,2nd line support,michele whyatt,2023-10-12 04:25:20,2023-10-13 04:25:20,2023-10-12 04:27:20,2023-10-12 04:26:47.418,within sla,2023-10-12 12:55:18.284,within sla,2023-10-12 12:55:18.284,4.0,,training and consulting services,tier 2,republic of ireland,53.094024,-8.019675
resolved,3305,low,chat,product setup,1st line support,nicola wane,2023-10-12 12:33:45,2023-10-13 12:33:45,2023-10-12 12:35:45,2023-10-12 12:35:37.505,within sla,2023-10-14 05:29:04.902,sla violated,2023-10-14 05:29:04.902,8.0,,ready to use software,tier 1,poland,52.536273,19.050639
closed,3306,medium,email,pricing and licensing,1st line support,nicola wane,2023-10-12 15:03:01,2023-10-14 15:03:01,2023-10-12 16:03:01,2023-10-12 15:27:46.995,within sla,2023-10-14 14:11:07.059,within sla,2023-10-15 09:22:54.272,2.0,4.0,custom software development,tier 1,italy,43.036776,12.678565
in progress,3307,low,email,pricing and licensing,1st line support,sheela cutten,2023-10-12 19:25:20,2023-10-14 19:25:20,2023-10-12 20:25:20,2023-10-12 19:35:32.157,within sla,,sla violated,,1.0,,ready to use software,tier 1,italy,43.036776,12.678565
closed,3308,low,chat,pricing and licensing,1st line support,bernard beckley,2023-10-12 19:02:17,2023-10-13 19:02:17,2023-10-12 19:04:17,2023-10-12 19:04:00.787,within sla,2023-10-13 14:04:52.532,within sla,2023-10-14 13:43:37.589,5.0,2.0,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,3309,low,email,other,2nd line support,adolpho messingham,2023-10-12 12:47:43,2023-10-14 12:47:43,2023-10-12 13:47:43,2023-10-12 13:10:13.856,within sla,2023-10-14 02:09:27.014,within sla,2023-10-17 12:48:40.680,9.0,1.0,ready to use software,tier 2,austria,47.6964719,13.3457347
closed,3310,medium,email,product setup,1st line support,nicola wane,2023-10-12 18:46:46,2023-10-14 18:46:46,2023-10-12 19:46:46,2023-10-12 19:31:01.014,within sla,2023-10-13 03:24:20.466,within sla,2023-10-15 12:42:43.348,1.0,3.0,training and consulting services,tier 1,italy,43.036776,12.678565
